student_id,name,gender,age,subject,exam_score,exam_date,region,grade_level,school
6196,Claire Johnson,Male,21,History,74.19,2025-07-22,Hollyborough,Year 3,"Frazier, Walters and Stokes"
8476,Jamie Horton,Female,18,History,85.01,2025-08-15,West Anthony,Year 1,"Turner, Paul and Hall"
3778,Kimberly Hughes,Female,22,Computer,88.59,2025-04-14,Carolynmouth,Year 1,Powell-Jones
1442,Mary Jacobson,Female,23,History,94.84,2025-05-31,North Paul,Year 1,Moss LLC
9385,Lori Smith,Male,20,Math,73.4,2025-04-20,New Christopherstad,Year 1,"Turner, Cantrell and Murphy"
5366,Kelly Collins,Female,18,English,44.91,2025-06-12,North Brendaville,Year 3,Burgess-Kim
1093,Allison Decker,Female,25,Science,55.07,2024-12-17,Port Lisahaven,Year 2,"Soto, Smith and Brown"
8548,Maxwell Bullock,Female,19,Math,95.22,2025-03-11,East Anthonymouth,Year 1,Taylor-Myers
9268,Eric Mills,Male,18,Computer,66.0,2025-07-15,West Brenda,Year 2,Wilkins LLC
4227,Amy King,Male,21,English,87.96,2025-05-20,Gillespieport,Year 2,Barrett-Smith
8487,Eric Flores,Female,24,English,95.62,2025-09-03,Bettymouth,Year 4,Gonzalez-Hansen
6198,Carl Taylor,Male,23,Computer,44.5,2025-02-16,North Jamesside,Year 4,Fisher LLC
1359,Mr. Robert Cruz DDS,Female,18,Math,98.89,2025-09-18,West Rhonda,Year 1,Smith-Hill
9493,Mark Hansen,Female,21,Science,85.79,2025-07-25,Davidberg,Year 1,Valdez LLC
5827,Wendy Quinn,Female,22,Math,94.28,2025-05-17,Robertsmouth,Year 4,Tucker-Maxwell
4055,Diane Gonzalez,Male,23,Computer,46.19,2025-07-04,South Pamela,Year 4,Oconnell-Bennett
6307,Sheila Kennedy,Male,18,Computer,74.01,2024-11-15,Wallsberg,Year 3,Elliott LLC
1196,Jacob West,Female,19,Computer,79.3,2025-02-08,West Carolynmouth,Year 2,"Taylor, Hill and Walton"
1616,Steven Hendricks,Female,25,Computer,95.64,2025-04-03,Port Judy,Year 2,Parrish Ltd
9725,Tanya Thomas,Male,21,Science,59.79,2025-05-20,Jessicamouth,Year 3,Castro LLC
5315,Stephanie Schwartz,Female,19,Math,69.88,2025-02-06,Leeview,Year 3,Martin Ltd
1089,Crystal Hicks,Male,22,Computer,94.89,2025-09-16,Lake Henry,Year 3,"Patel, Strickland and Young"
7024,Jacob Clark,Male,25,History,51.98,2025-10-14,South Johnathanside,Year 2,Bolton PLC
4622,Taylor Griffin,Female,20,History,47.05,2025-05-18,Dickersonville,Year 3,Moore PLC
4087,Jacob Glass,Female,19,English,92.68,2025-03-15,Lake Danielport,Year 1,"Thomas, Gallagher and Sweeney"
5265,Ricky Alvarado,Female,20,English,85.35,2024-12-15,Simpsonbury,Year 3,"Taylor, Johnson and Goodwin"
3301,Tammy Moss MD,Female,19,English,96.44,2025-10-12,Jonesbury,Year 3,"Blake, Yoder and Lee"
4443,Jose Edwards,Male,22,English,97.92,2024-11-21,Lunaview,Year 4,Stark Ltd
5006,Jordan Roman,Female,20,Computer,69.7,2025-07-26,Carolineport,Year 4,Martinez LLC
3310,Sarah Wood,Female,18,Math,62.98,2024-12-07,Port Erinmouth,Year 1,Pope Inc
2668,Ashley Pittman,Male,19,Math,42.51,2025-03-21,Tuckerborough,Year 1,Reed-Chang
5062,Kevin Gay,Female,25,Science,65.4,2025-02-07,South Jacquelinemouth,Year 2,Garcia-Moore
3918,Nicholas Wells,Female,18,History,70.99,2024-12-04,Michelleberg,Year 3,"Goodman, Parks and Graham"
9927,David Spencer,Female,25,English,93.18,2025-10-12,East Rachelhaven,Year 2,Krause-Smith
2868,William Farley,Female,24,Computer,53.34,2024-12-21,East Robin,Year 3,Le-Watson
2396,Frank Lee,Female,20,English,97.73,2025-08-25,North Kellieton,Year 3,"Mason, Russell and Bradley"
7269,Mary Martin,Female,20,English,73.35,2025-07-08,Karentown,Year 3,"Watts, Warren and Roberts"
6354,Michelle Thomas,Female,21,Science,73.68,2025-01-23,New Katelyn,Year 2,Wilson-Bowman
5646,Carla Alvarez,Female,23,Science,97.86,2024-11-08,Port Sarah,Year 4,Osborne PLC
5811,Katherine Rodriguez,Female,25,Science,85.08,2025-06-10,Joneston,Year 3,"Harding, Simpson and Colon"
2047,Margaret Cardenas,Female,21,English,85.59,2025-08-29,West Amandaville,Year 4,Humphrey LLC
6601,Brian Clark,Female,25,Math,59.22,2025-07-24,Dawnborough,Year 3,Romero-Reed
2507,Christopher Bush,Female,24,Computer,91.03,2025-07-05,Huntfort,Year 4,Mendoza-Williams
7493,Raymond Cooley,Male,19,English,85.57,2025-02-19,Port Kaitlin,Year 4,Sanchez Ltd
2357,John Morrison,Male,19,Computer,60.86,2025-10-19,Garnerchester,Year 1,Vincent-Henson
1684,Daniel Smith,Male,19,Computer,51.73,2025-10-01,Campbellhaven,Year 1,Martinez-Doyle
3359,Dr. Robert Wilson MD,Male,25,Computer,99.91,2024-11-26,Tammyview,Year 2,Knox-Hall
2764,Amber Smith,Female,25,Science,88.41,2025-09-30,North Randall,Year 2,"Wang, Hall and Brown"
6150,Gabriela Wiley,Male,23,Computer,52.28,2025-04-03,East Holly,Year 2,Owen-Price
3146,Troy Singh,Male,25,English,40.77,2025-04-05,Haneyport,Year 4,Aguilar-Williams
5955,Maria Simmons,Male,24,English,48.7,2025-02-17,Lake Gilbert,Year 1,"Jordan, White and Mcguire"
7501,Gabriela Ramos,Female,20,Math,82.92,2025-01-01,West Samanthafort,Year 3,"Hahn, Gomez and Thomas"
6857,Kimberly Foster,Female,19,Computer,56.42,2025-02-03,Glennfurt,Year 4,"Soto, Butler and Young"
3458,Amanda Blanchard,Male,19,Computer,54.92,2025-10-22,West Cristianland,Year 2,Gordon Group
2480,Denise Ryan,Male,19,Math,54.58,2025-05-14,Rebeccaborough,Year 4,"Morris, Abbott and Lee"
5159,Kristen Hill,Male,19,English,62.57,2025-02-12,Jasonville,Year 1,Gordon Group
5692,Rita Taylor,Male,25,Computer,57.69,2025-06-09,New Davidberg,Year 1,Brown and Sons
8622,Alejandra Harrell,Female,24,Computer,58.66,2024-12-01,North Thomas,Year 3,"Owen, Austin and Schmidt"
5397,Karl Brown,Male,19,Computer,40.43,2024-12-06,Port Amyfort,Year 3,Colon-Nichols
5624,Jonathan Cooper,Female,22,Math,56.43,2025-01-07,East Joel,Year 3,"Richardson, Marsh and Golden"
3142,Kimberly Smith,Male,19,History,76.34,2025-02-21,Susanborough,Year 2,Summers LLC
4911,Sarah Henson,Female,18,History,85.47,2025-04-11,Miguelview,Year 4,Cox Inc
1467,Matthew Morton,Male,23,Math,78.03,2025-02-16,Nixontown,Year 1,"Cain, Carson and Miller"
8683,Jessica Avila,Female,25,English,91.26,2025-08-31,Finleyhaven,Year 4,Jenkins Group
5185,Sharon Knapp,Male,25,English,50.39,2024-12-08,North Anneport,Year 1,"Mccarthy, Colon and Jones"
6093,Heather Blake,Male,23,History,49.74,2025-04-05,North Guy,Year 4,"Payne, Hunter and Meyers"
9787,Wesley Mcpherson,Male,24,History,55.25,2025-04-15,Lake Kathleenville,Year 1,Burton PLC
9849,Patrick Rodriguez,Female,25,Computer,80.32,2025-03-25,Lake Josephside,Year 4,"Hernandez, Jarvis and Buchanan"
8165,Amber Green,Female,20,English,59.03,2025-01-02,Larachester,Year 2,"Mcdaniel, Gordon and Mcbride"
1036,Thomas Sanders,Male,25,English,80.26,2025-05-11,Port Ann,Year 4,Brooks LLC
4181,Molly Hall,Female,18,Math,51.29,2025-05-08,Ericaborough,Year 3,Brown-Walker
3968,John Johnson,Female,25,English,79.92,2025-08-05,Josephborough,Year 1,Serrano-Burke
3600,William Smith,Female,22,English,67.9,2024-12-15,Port Jennifer,Year 1,"Stephens, Evans and Mcmillan"
5106,Nicole Jarvis,Male,23,Science,53.3,2025-04-27,Perezland,Year 1,Johnson-Hayden
7436,Katie Cook,Male,23,Math,71.58,2025-09-01,West Brenda,Year 3,Mccarthy-Patterson
9420,Justin Harris,Male,19,English,82.02,2025-01-04,West Christopher,Year 4,"Andrews, Ramsey and Miller"
8598,Daniel Ochoa,Male,24,History,67.36,2025-04-09,Andrewsmouth,Year 2,Black-Reed
4900,Casey Chandler,Female,25,Computer,79.86,2024-11-15,South Walterfort,Year 2,Smith-Wilson
6896,John Buckley,Female,19,Science,93.89,2024-12-27,Jessehaven,Year 1,"Miller, Johnston and Smith"
4010,Steven Santana,Female,23,History,72.67,2025-03-17,Lake Anna,Year 4,"Powell, Rodgers and Perez"
5896,Geoffrey Kennedy,Male,18,Computer,47.3,2025-06-01,Jennifertown,Year 3,Luna Ltd
1130,Francis Johnson,Female,24,History,67.48,2025-03-22,Jorgefort,Year 3,"Davis, Harris and Thompson"
1646,George Wright II,Female,24,Computer,79.79,2025-01-14,Port Saraton,Year 3,"Davis, Lane and Greene"
4030,Margaret Mann,Female,23,English,98.09,2025-05-07,Joshuachester,Year 1,Hines Group
4138,Donna Anderson,Male,23,Computer,56.2,2025-01-18,Lake Joycebury,Year 3,Vaughan-Nelson
3197,John Thomas,Male,19,English,97.96,2024-10-31,East Rebecca,Year 4,"Flores, Williams and Rich"
7600,Anthony Gutierrez,Male,18,Computer,84.67,2025-09-18,East Veronica,Year 4,Braun-Case
2626,Albert Reeves,Male,20,English,41.11,2025-07-13,North Robert,Year 4,Vargas-Garcia
9559,Billy Richardson,Male,22,Math,81.18,2025-09-05,Westburgh,Year 2,"Johnston, Bailey and Adams"
8534,Thomas Owens,Male,23,English,88.43,2025-01-26,Mariaton,Year 1,Snyder PLC
6837,Paige Brandt,Male,21,English,97.6,2025-03-27,South Austin,Year 2,Macdonald Ltd
4077,William Austin,Male,24,English,82.81,2025-01-26,New Craigchester,Year 2,Pollard-Leon
1873,Adrian Gonzalez,Female,23,Computer,63.47,2025-10-27,Mccartyview,Year 2,Potts LLC
9570,Michael Washington,Male,25,Math,80.94,2025-10-14,Lake Cynthia,Year 3,Richardson Group
6240,Christopher Thomas,Female,21,Math,71.74,2025-09-08,Alexandraville,Year 4,"Turner, Hicks and Park"
2978,Thomas Pace,Female,24,Science,56.8,2025-04-21,Johnhaven,Year 1,"Le, Ford and Wagner"
2656,Scott Gonzalez,Female,24,Science,76.79,2025-01-23,North Melindamouth,Year 4,"Harvey, Carney and Ward"
1529,Jeremy Johnson,Female,21,English,45.33,2025-06-05,New Scottbury,Year 1,"Rangel, Hensley and Wright"
5841,Mr. Justin Cisneros,Male,25,English,94.37,2025-09-24,Dylanchester,Year 2,Roy and Sons
2871,Nicole Lutz,Male,22,Computer,77.2,2025-09-21,East Megan,Year 1,Jacobson-Haynes
3757,Dominique George,Male,25,Science,93.41,2025-01-22,Ashleyview,Year 1,"Gray, Stark and Johnson"
9844,Angelica Russell,Male,22,Math,51.49,2024-12-12,Lake Amberbury,Year 1,Mccullough Inc
8973,Heather Huynh,Male,25,English,47.07,2025-01-07,South Adamburgh,Year 2,"Weiss, Mcmillan and Fields"
4625,Richard Miles,Male,23,English,56.42,2024-11-02,Michaelfort,Year 1,"Camacho, Welch and Powers"
3369,Jennifer Hawkins,Female,22,History,88.41,2025-02-15,Lake Valerie,Year 3,Frey and Sons
9822,Rachel Flowers,Female,23,Computer,48.73,2025-05-29,Smithton,Year 3,"Jensen, Roberts and Lawson"
7356,Jocelyn Clark,Male,18,Math,49.42,2024-11-18,Murilloland,Year 2,Smith-Johnson
3230,Christy Hawkins,Male,25,History,92.52,2025-10-03,South Sheila,Year 2,Hayes-Ali
1534,Daniel Cole,Female,21,Computer,80.04,2025-06-19,Benjaminton,Year 3,"Garcia, Perez and Turner"
4493,Lori Buchanan,Male,22,Science,45.92,2025-07-10,West Seanland,Year 2,Wood Group
8353,Brian Snyder,Male,21,History,40.45,2024-12-25,Rachelfurt,Year 2,"Sullivan, Oliver and Griffin"
8610,Brian Fleming,Female,23,History,61.17,2025-07-20,Port Danny,Year 2,"Gallagher, Roberson and Smith"
9390,Chad Hess,Female,18,English,94.92,2025-02-14,South Victoria,Year 2,"Torres, Hanson and Freeman"
9956,David Wallace,Male,19,Math,63.87,2024-12-21,East Katherineberg,Year 3,"Williams, Branch and Friedman"
4341,Allison Johnson,Female,24,Computer,44.85,2024-12-22,Waltersfort,Year 4,Harris LLC
2539,Patrick Black,Male,18,Math,72.12,2025-03-09,Choifurt,Year 1,Woods LLC
1758,Raymond Garcia,Male,20,Computer,51.69,2025-06-08,Hornmouth,Year 4,Spencer Inc
4874,Nicole Brennan,Female,21,Math,50.05,2025-01-16,Kathleenport,Year 4,Blake Ltd
1890,David Daniels MD,Female,21,Science,43.22,2024-12-04,Stephaniebury,Year 4,Crawford-Wilcox
2263,Jesse Alvarado,Female,18,Math,56.83,2024-12-21,Stevenport,Year 4,"Perez, Martin and Castro"
2534,Ryan Burgess,Male,21,Science,66.19,2025-08-12,East Marcus,Year 3,"Williams, Walton and Cain"
3599,Adam Montgomery,Female,24,Math,57.63,2025-02-15,Mirandahaven,Year 1,Ferguson Ltd
9081,James Montoya,Male,19,Computer,67.9,2025-02-21,Solisstad,Year 4,Long-Sanchez
8599,Hannah Levine,Female,22,English,93.99,2025-07-13,Lewismouth,Year 3,"Crosby, Turner and Spencer"
6943,Frank Kelly,Male,25,History,60.79,2024-11-09,Johnsonfurt,Year 1,"Sparks, Strong and Paul"
7588,Angela Thompson,Male,25,Science,97.9,2025-01-24,New Markview,Year 3,Walters Ltd
9896,William Reyes,Male,22,English,71.78,2025-10-26,Traceystad,Year 4,Bryant and Sons
7189,Amy George,Female,19,English,53.82,2025-09-23,Santostown,Year 2,Mcguire-Beck
5930,Crystal Barker,Male,20,English,47.74,2025-08-11,Susanstad,Year 4,Wolfe-Hess
6647,Dr. Morgan Conway DVM,Female,21,English,92.7,2025-10-06,Wrightmouth,Year 2,"Armstrong, Cline and Douglas"
2546,David Ayala,Male,19,English,81.92,2024-12-21,Taylorburgh,Year 4,Cameron LLC
9558,Rebecca Sanford,Male,24,English,85.35,2025-05-31,Justinchester,Year 2,Williams-Phillips
3083,John Combs,Male,23,English,59.43,2025-09-20,West Donna,Year 4,"Turner, Stone and Mahoney"
1962,James Jenkins,Male,23,Science,82.62,2025-03-17,Port Sheri,Year 4,"Morgan, Dalton and Davis"
1555,Jasmine Porter,Female,21,Science,98.09,2024-12-03,Port Emily,Year 2,Wong LLC
4847,Erin Mcmahon,Female,23,Computer,94.8,2025-06-03,Christinaville,Year 1,Robinson-Rose
5100,James Gibson,Male,20,English,97.49,2025-01-29,South Jessicaville,Year 4,"Ray, Garcia and Carroll"
6893,Rachel Carlson,Male,18,History,75.98,2024-12-14,New Davidside,Year 1,Hernandez-Allen
8492,Michaela Johnson,Male,22,Science,57.35,2024-11-29,Travischester,Year 4,Anderson-Underwood
5823,Ryan Dickson,Male,19,Science,87.5,2025-07-24,Jorgeview,Year 3,Daniel Inc
9337,Andrea Kidd,Male,23,History,86.45,2025-08-23,Fergusonburgh,Year 4,"Reed, Buck and Ward"
5959,Scott Green,Female,23,History,53.57,2025-03-21,Garzachester,Year 2,Harris PLC
7936,William Peck,Female,23,English,79.86,2025-08-26,Port Markburgh,Year 3,Dillon-Leonard
7517,Amber Ford,Male,20,Math,98.14,2025-07-15,West Max,Year 3,Berry Group
6317,Melissa Murphy,Female,22,Computer,72.72,2024-11-27,Port Justinmouth,Year 3,"Gomez, Davies and Cardenas"
2798,David Gomez,Male,25,History,98.9,2025-05-05,Deanton,Year 2,"Valencia, Tucker and Fisher"
7009,Christine Brown,Male,19,Science,96.54,2025-04-16,Coleport,Year 3,Mckinney Group
1422,Ruth Thomas,Male,25,Science,78.31,2024-11-01,Wesleyshire,Year 2,Hooper-Kirby
4380,Jonathan Long,Female,20,History,83.45,2025-01-19,New Karenbury,Year 4,"Miller, Taylor and Palmer"
7814,Alexis Crawford,Male,25,History,99.16,2025-04-17,West Michelleside,Year 4,Parker-Bauer
9687,Deborah Bishop,Male,18,English,88.34,2025-06-21,Lake Ronaldfurt,Year 2,"Fowler, Gutierrez and Ponce"
9013,Wesley Ramirez,Female,23,Computer,61.31,2024-10-28,Port Linda,Year 2,Peterson-Buckley
4058,Hannah Jimenez,Male,18,Science,50.95,2024-11-26,West Douglasside,Year 3,"Haynes, Evans and Griffin"
7935,Kenneth Avery,Female,18,Computer,51.38,2025-01-13,Port Joyceton,Year 2,Jimenez-Lynch
9786,John Blair,Female,25,English,78.42,2025-01-19,Nicoleview,Year 3,Hines LLC
7747,Christopher Garner,Female,19,Math,56.52,2025-10-08,Mooreside,Year 1,"Garcia, Johnson and Miller"
1649,Andrew Riley,Male,23,History,91.85,2025-05-13,North Anna,Year 3,Lucero-Rodriguez
5923,Lawrence Bullock,Male,25,English,93.02,2025-02-25,Ericburgh,Year 1,"Hale, Hansen and Hall"
5276,Colleen Brewer,Female,24,Science,96.87,2024-11-27,Stuartville,Year 2,"Hunt, Willis and Jones"
9483,Joshua Dalton,Male,25,English,81.53,2025-07-07,Ericmouth,Year 4,Snyder-Watson
2237,Joshua Brown,Male,21,English,71.68,2025-06-11,Jeffborough,Year 3,"Garcia, Carr and Rodriguez"
7062,Jennifer Miller,Male,22,English,58.82,2025-06-14,Christopherside,Year 4,Jackson LLC
3860,Joshua Moore,Male,18,Science,66.09,2025-07-08,Kramerfort,Year 2,Elliott PLC
7879,Ricky Pearson,Male,21,History,48.39,2025-08-21,Krystalfurt,Year 4,"Novak, Turner and Gonzalez"
3398,Richard Wu,Male,24,Computer,40.27,2024-12-22,South Glenn,Year 1,"Reeves, Vazquez and Price"
7873,Leah Gould,Male,20,History,70.37,2025-05-25,Blacktown,Year 1,"Burke, Osborn and Robinson"
8754,Michael Christensen,Male,24,Math,73.48,2024-12-23,Port Danielfort,Year 4,"Huynh, Valentine and Brooks"
8082,Sabrina Petty,Male,20,English,45.08,2024-12-02,East Heidi,Year 4,Jennings-Campbell
6335,Christopher Boyer,Male,19,English,71.77,2025-05-20,West Eddie,Year 2,Lopez PLC
1262,Sierra Kaiser,Female,22,History,93.78,2025-07-05,Kennethshire,Year 2,Martin PLC
1667,Mr. Damon Stewart MD,Female,18,English,96.6,2025-04-13,North Emilytown,Year 1,"Martin, Sherman and Nelson"
1114,James Gonzalez,Female,25,Math,46.09,2024-12-09,North Johnfurt,Year 2,Castro LLC
8365,Amanda Duran,Female,18,Science,70.91,2025-04-20,Lake Justin,Year 2,Baker PLC
1462,Greg Kelly,Male,22,Science,84.65,2025-04-10,New Terri,Year 2,Smith-Roberson
8181,William Norman,Female,22,History,78.37,2025-06-07,Seanville,Year 3,Figueroa-Villegas
9118,Jacob Patterson,Male,23,History,82.14,2025-10-23,West Haydenmouth,Year 2,Lopez-Hess
4056,Mark Sellers,Male,25,Science,98.64,2025-03-11,Kristibury,Year 3,Ray-Collins
6668,Julie Pierce,Female,24,History,45.82,2025-05-26,Edwardsmouth,Year 4,Ayala and Sons
6891,Cindy Blackwell,Female,20,Math,95.45,2025-06-28,Georgefort,Year 2,Bass-Lowery
6584,Cameron Herrera,Female,21,English,66.52,2025-01-14,Port Johnny,Year 4,Taylor-King
8672,Joseph Johnson,Female,23,Math,83.49,2025-10-23,Benjaminburgh,Year 1,"Quinn, Carter and Miller"
6313,Daniel Luna,Male,18,History,55.77,2025-06-27,Herrerachester,Year 4,"Fowler, Ray and Williams"
7434,Nicole Smith,Female,24,Math,44.26,2025-05-02,Janetchester,Year 4,Young LLC
8118,Mary Davidson,Female,23,English,93.33,2025-04-19,Padillafort,Year 2,Flynn PLC
1013,Amanda Valencia,Male,21,Math,77.3,2025-04-12,Jamesberg,Year 4,"Wilson, Maxwell and Armstrong"
2106,Michael Smith,Male,18,Computer,84.43,2025-10-20,New Lindseymouth,Year 3,"Wilson, Evans and Dalton"
1444,Amy Bartlett,Male,20,English,89.04,2025-01-09,Robertstad,Year 2,"Miller, Krueger and Rodriguez"
8998,Victor Jones,Male,20,History,49.44,2024-12-27,Riostown,Year 1,Bradshaw-Rojas
8097,Christopher Gomez Jr.,Female,19,English,56.94,2024-11-06,Sarachester,Year 4,Ward LLC
3179,Kristina Baker,Male,20,History,98.35,2025-08-11,South Benjamin,Year 1,"Rojas, Lawrence and Harrison"
2250,Timothy Cummings DDS,Female,20,Science,88.02,2025-06-23,New Amandatown,Year 4,Fisher-Long
2605,Laura Martinez,Male,24,History,66.39,2025-10-12,Alexabury,Year 4,Parker-Owens
4642,Mr. Christopher Fischer,Female,25,Math,47.11,2025-04-20,New Shawntown,Year 2,"Lopez, Jones and Weaver"
1586,Jill Daniels,Female,19,Math,77.62,2025-07-08,East Antonioville,Year 1,Garrison Inc
9798,Douglas Quinn,Female,23,Math,70.67,2025-09-30,North Karenfort,Year 1,"Johnston, Rose and Davis"
2541,Rachel Franklin,Female,24,Math,85.86,2025-08-23,North Kenneth,Year 3,"Martinez, Meadows and Avery"
2784,Ashley Watson,Female,23,Science,61.92,2025-03-16,Sextonchester,Year 2,Patterson and Sons
4434,Lisa Cohen,Male,19,History,49.79,2025-07-22,Debrafort,Year 1,"King, Ramirez and Davis"
3713,Joseph Coleman,Female,21,English,93.07,2025-07-27,Amymouth,Year 3,Campbell-Mendoza
3094,Dr. Katelyn Oconnell DDS,Male,22,Math,63.03,2025-02-02,Gabrielburgh,Year 3,Sellers-Duran
5329,Sandra Ritter MD,Female,19,Computer,74.05,2025-01-25,Foxfort,Year 4,"Allen, Lee and Cummings"
8840,Christine Fernandez,Female,25,Math,42.5,2025-02-10,Ashleyfort,Year 1,"Campbell, Mason and Bradley"
7815,Steven Hensley,Female,19,Computer,54.01,2025-08-31,Port Michelle,Year 3,Gordon-Bell
3770,Trevor Williams,Female,25,Science,52.44,2024-11-11,South Stacey,Year 4,"Doyle, Hutchinson and Meyer"
6127,Kristen Mccormick,Male,22,English,65.45,2024-11-30,East Chadstad,Year 2,Rodriguez-Richmond
2447,Victoria Oconnell,Female,22,Computer,69.81,2025-01-01,Port Teresaport,Year 2,Griffin-Cooper
7211,Kimberly Salas,Female,24,History,75.02,2024-10-29,East Christina,Year 1,Boyd-Hopkins
1094,Melissa Martinez,Female,25,English,66.7,2025-01-04,Johnsonshire,Year 4,Adams-Herrera
4507,Anthony Sellers,Female,20,English,91.29,2024-11-08,East Sarahville,Year 1,"Gonzalez, Lyons and Padilla"
9758,Tamara Goodman,Male,18,English,78.23,2025-02-03,Chelsealand,Year 4,Burch-Mueller
9040,Yolanda Hunter,Male,20,Science,58.58,2025-07-28,Anthonyborough,Year 3,Stevens Group
4749,Leslie Wells,Male,25,Science,41.97,2025-06-29,Michaelchester,Year 2,Mcguire Ltd
5254,Diana Rodriguez,Female,25,Math,93.11,2025-05-17,North Jennifer,Year 2,Coleman Inc
6364,Brad Barnes,Female,19,Computer,81.09,2024-12-28,Port Michael,Year 1,"Archer, Watson and Smith"
7927,Jesus Bean,Male,24,Science,99.07,2025-09-01,Port Matthewfort,Year 4,Johnson-Trevino
2495,Matthew Cochran,Female,20,History,52.24,2025-09-14,East Richardville,Year 2,Howard Group
3626,Larry Patel,Male,25,History,66.38,2025-09-08,New Adamchester,Year 4,Summers and Sons
2797,Amy Price,Male,25,English,42.5,2025-04-04,East Jordanfort,Year 2,Ramirez-Arnold
3322,Victor Meadows,Female,24,Math,65.11,2025-01-18,New Brendachester,Year 3,Mahoney-Gomez
9311,Michael Campbell,Female,18,History,44.96,2025-05-19,East Laurenchester,Year 3,Griffin-Thompson
7440,Chad Martinez,Male,18,History,90.3,2025-09-04,Nunezside,Year 1,"Church, Armstrong and Potter"
6786,Larry Lowe,Female,21,History,78.22,2024-11-09,New Richardchester,Year 1,Marquez-Olsen
2310,Melvin Clark,Male,18,History,53.8,2024-11-07,Jenniferbury,Year 2,"Rodriguez, Greene and Alexander"
6995,Michael Garcia,Female,25,Science,98.47,2025-09-15,North Theresa,Year 3,Morales Group
2165,Ms. Amanda Richardson MD,Female,25,Science,74.48,2024-12-24,Branchstad,Year 2,Graves Group
6282,Michael Powell,Female,25,Math,56.49,2024-11-25,New Annette,Year 4,King-King
2363,Christine Warren,Male,21,Science,58.69,2025-05-12,Wilsonmouth,Year 4,Chan-Harris
9704,Mark Cross,Female,21,Computer,84.07,2025-01-21,Lake James,Year 2,"Gregory, Evans and Graham"
5238,David Taylor,Male,18,English,95.18,2025-04-20,Port Timothyburgh,Year 2,Henson-Mason
1601,Jonathan Rodriguez,Female,20,Science,61.2,2025-07-28,Robinsonstad,Year 3,Thompson Group
8034,Albert Gibson,Female,22,English,92.23,2025-07-13,Oliviachester,Year 3,White LLC
1895,Brianna Joyce,Female,19,Computer,87.29,2025-02-06,Port Samanthaborough,Year 4,"Collins, Hancock and Dennis"
9037,James Allen,Male,18,Science,93.77,2025-07-02,Brianstad,Year 3,"Faulkner, Luna and Jones"
2488,Michael Hall,Male,23,English,63.39,2024-11-05,Andersonburgh,Year 1,Rivera LLC
2422,Jeffrey Flynn,Male,20,History,63.74,2025-05-01,Garyland,Year 4,Herrera-Sheppard
7510,Philip Mueller,Female,25,Science,86.2,2025-04-16,South Jessicafurt,Year 4,"Campbell, Pitts and Castillo"
8154,Melanie Maldonado,Male,20,English,83.27,2025-02-07,New Julie,Year 4,Patel-Diaz
3313,Abigail Andrade,Female,25,English,83.0,2025-05-24,Valdezton,Year 4,Dalton Ltd
1897,Leah Gonzalez,Male,24,History,63.15,2025-04-13,Martinland,Year 2,White LLC
1669,David Morgan,Male,19,Computer,51.23,2025-07-22,Marissamouth,Year 1,"Taylor, Tanner and Barnett"
5544,Sophia Dennis,Male,20,Computer,69.02,2025-01-10,East Mark,Year 1,"Leblanc, Sanchez and Bishop"
4280,Mark Krueger,Male,18,Math,51.84,2025-09-12,Kevinhaven,Year 1,Dalton and Sons
4361,Tara White,Female,24,English,47.77,2025-04-16,East Samuelborough,Year 3,"Webster, Brown and Bennett"
9630,Robin King MD,Male,18,Science,63.5,2025-02-18,South Elizabeth,Year 4,"Perry, Molina and Lamb"
7790,Benjamin Williams,Male,23,Math,93.23,2025-08-14,East Gina,Year 1,"Jimenez, Bell and Long"
4637,Olivia Campbell,Male,21,Math,60.75,2025-08-18,West Amandashire,Year 2,"Davies, Cannon and Osborn"
6370,Cheryl Walker,Female,21,History,91.27,2024-11-17,East Natalie,Year 4,Everett PLC
3465,Dr. Dakota Mack MD,Male,25,English,50.99,2024-10-30,West Williammouth,Year 1,Padilla Inc
1239,Nicole Boyd,Male,19,Math,65.16,2025-10-27,Codytown,Year 2,Young-Conner
4723,Jennifer Hill,Female,18,History,73.44,2025-05-24,Doylehaven,Year 3,"Gonzalez, Benton and Golden"
5899,David Ferguson,Female,21,Science,73.46,2025-03-24,East Katiefurt,Year 3,Ball-Short
5549,Mark Perez,Male,25,English,49.97,2025-09-17,Myersland,Year 4,Davis-Fernandez
4449,Jose Huynh,Female,23,Computer,90.17,2025-05-27,North Ashleystad,Year 4,Francis PLC
7030,Jason Weiss,Male,22,History,63.55,2025-06-23,Foleytown,Year 1,Shaffer and Sons
7494,John Cordova,Female,24,Science,60.69,2025-09-24,Petersland,Year 4,Glass PLC
3331,James Smith,Male,19,Computer,77.7,2025-01-28,Davismouth,Year 1,Willis Ltd
6991,Cassie Daniel,Female,24,Math,70.72,2024-11-21,East Gabrielle,Year 3,Lawrence-Owen
5578,Brittany Perez,Female,25,English,92.97,2025-08-21,Gomezhaven,Year 3,"Kramer, Raymond and Taylor"
3884,Katherine Lawrence,Female,24,Computer,56.28,2025-05-27,South Gina,Year 1,"Parker, Davidson and Ross"
7786,Ashley Smith,Female,18,English,41.42,2025-01-24,South Melissa,Year 4,"Mitchell, Doyle and Kramer"
4327,Deanna Dudley,Female,19,English,84.87,2025-08-05,Nicoleburgh,Year 3,Gill LLC
